Algorithm,Iterations,Dataset,Learning Rate,Training Calibration Error,Testing Calibration Error,Testing Calibration Error (Ergodic)
Prod,31,AdultIncome,0.9+0,0.0025991758500351885,0.04965209052292783,0.0005200815781557778
Prod,34,AdultIncome,0.9+0,0.00018817327563783962,0.04965209052292783,0.0005200815781557778
Prod,37,AdultIncome,0.9+0,0.0003048713726688869,0.04965209052292783,0.0005211803148891727
Prod,40,AdultIncome,0.9+0,2.3879705826550984e-05,0.04965209052292783,0.0005201085892160729
Prod,43,AdultIncome,0.9+0,0.00017912506207379205,0.04965209052292783,0.0005207703830039934
Prod,46,AdultIncome,0.9+0,3.7666490618204485e-06,0.04965209052292783,0.0005201987160939437
Prod,49,AdultIncome,0.9+0,8.628538486350445e-05,0.04965209052292783,0.000520467726459096
GD,1,AdultIncome,0.9+0,0.12468399021923827,0.12771423835571027,0.0012771423835571027
GD,4,AdultIncome,0.9+0,0.19649209250279734,0.12978966517487148,0.001201551549809381
GD,7,AdultIncome,0.9+0,0.17590979436777326,0.12228187766451187,0.0013191638785844523
GD,10,AdultIncome,0.9+0,0.11583220968325256,0.08470081219956903,0.0009125104754894749
GD,13,AdultIncome,0.9+0,0.20360501511998616,0.13978073055919424,0.001494152407531276
GD,16,AdultIncome,0.9+0,0.16410218201626509,0.10786556920054749,0.0009823105900661413
GD,19,AdultIncome,0.9+0,0.025183534608834088,0.08470081219956903,0.0008709004641140394
GD,22,AdultIncome,0.9+0,0.09487399543850773,0.08470081219956903,0.0008709004641140394
GD,25,AdultIncome,0.9+0,0.11914310682150087,0.08470081219956903,0.0009346365322969845
GD,28,AdultIncome,0.9+0,0.1564932692399274,0.10271524518103385,0.0010824821074350158
GD,31,AdultIncome,0.9+0,0.17082393682047126,0.1181217763434563,0.0012775628653738966
GD,34,AdultIncome,0.9+0,0.1906733444862823,0.12597889637314932,0.0013561340656708268
GD,37,AdultIncome,0.9+0,0.1975276583649869,0.13686179332627718,0.0014649630352021055
GD,40,AdultIncome,0.9+0,0.20807644742431305,0.1410373890519773,0.0015067189924591064
GD,43,AdultIncome,0.9+0,0.00018276312362514423,0.08470081219956903,0.0008709004641140394
GD,46,AdultIncome,0.9+0,0.00575113559083348,0.08470081219956903,0.0008709004641140394
GD,49,AdultIncome,0.9+0,0.007686996282491293,0.08470081219956903,0.0008709004641140394
Hedge-Hedge,1,AdultIncome,0.95+0.9,0.12735712213519002,0.1275484833416211,0.0012754848334162112
Hedge-Hedge,4,AdultIncome,0.95+0.9,0.09092544380805478,0.08285764703585904,0.0008285764703585904
Hedge-Hedge,7,AdultIncome,0.95+0.9,0.06493980898477465,0.05848848633429318,0.0007857400406179303
Hedge-Hedge,10,AdultIncome,0.95+0.9,0.054453013548814384,0.042930548649096636,0.0007857400406179303
Hedge-Hedge,13,AdultIncome,0.95+0.9,0.04321029150811371,0.042930548649096636,0.0005102781464425646
Hedge-Hedge,16,AdultIncome,0.95+0.9,0.04321029150811371,0.042930548649096636,0.0002691246385140194
Hedge-Hedge,19,AdultIncome,0.95+0.9,0.04321029150811371,0.042930548649096636,0.0002691246385140194
Hedge-Hedge,22,AdultIncome,0.95+0.9,0.03382645591189804,0.042930548649096636,0.0002691246385140194
Hedge-Hedge,25,AdultIncome,0.95+0.9,0.025675870660415732,0.042930548649096636,0.0002691246385140194
Hedge-Hedge,28,AdultIncome,0.95+0.9,0.025675870660415732,0.042930548649096636,0.0002691246385140194
Hedge-Hedge,31,AdultIncome,0.95+0.9,0.025675870660415732,0.042930548649096636,0.0002691246385140194
Hedge-Hedge,34,AdultIncome,0.95+0.9,0.025675870660415732,0.042930548649096636,0.0002691246385140194
Hedge-Hedge,37,AdultIncome,0.95+0.9,0.025675870660415732,0.042930548649096636,0.0002691246385140194
Hedge-Hedge,40,AdultIncome,0.95+0.9,0.025675870660415732,0.042930548649096636,0.0002691246385140194
Hedge-Hedge,43,AdultIncome,0.95+0.9,0.025675870660415732,0.042930548649096636,0.0002691246385140194
Hedge-Hedge,46,AdultIncome,0.95+0.9,0.02319782891162119,0.042930548649096636,0.000314051243939498
Hedge-Hedge,49,AdultIncome,0.95+0.9,0.02319782891162119,0.042930548649096636,0.000355360588299114
OGD-OGD,1,AdultIncome,0.95+0.9,0.125347092710017,0.1275484833416211,0.0012754848334162112
OGD-OGD,4,AdultIncome,0.95+0.9,0.030375921641565058,0.042930548649096636,0.0002944059546788774
OGD-OGD,7,AdultIncome,0.95+0.9,0.016671127218737487,0.042930548649096636,0.0002944059546788774
OGD-OGD,10,AdultIncome,0.95+0.9,0.016671127218737487,0.042930548649096636,0.0002944059546788774
OGD-OGD,13,AdultIncome,0.95+0.9,0.016671127218737487,0.042930548649096636,0.0002944059546788774
OGD-OGD,16,AdultIncome,0.95+0.9,0.08486123303756674,0.0566498177621118,0.0009958036641120843
OGD-OGD,19,AdultIncome,0.95+0.9,0.012018369727619771,0.042930548649096636,0.00038583736241389456
OGD-OGD,22,AdultIncome,0.95+0.9,0.005350907109905586,0.042930548649096636,0.00038583736241389456
OGD-OGD,25,AdultIncome,0.95+0.9,0.005350907109905586,0.042930548649096636,0.00038583736241389456
OGD-OGD,28,AdultIncome,0.95+0.9,0.005350907109905586,0.042930548649096636,0.00038583736241389456
OGD-OGD,31,AdultIncome,0.95+0.9,0.005350907109905586,0.042930548649096636,0.00038583736241389456
OGD-OGD,34,AdultIncome,0.95+0.9,0.003435773718090135,0.042930548649096636,0.00038583736241389456
OGD-OGD,37,AdultIncome,0.95+0.9,0.003435773718090135,0.042930548649096636,0.00038583736241389456
OGD-OGD,40,AdultIncome,0.95+0.9,0.003435773718090135,0.042930548649096636,0.00038583736241389456
OGD-OGD,43,AdultIncome,0.95+0.9,0.003435773718090135,0.042930548649096636,0.00038583736241389456
OGD-OGD,46,AdultIncome,0.95+0.9,0.003435773718090135,0.042930548649096636,0.00038583736241389456
OGD-OGD,49,AdultIncome,0.95+0.9,0.003935948005291888,0.042930548649096636,0.00038583736241389456
OGD,1,AdultIncome,0.9+0,0.125347092710017,0.1275484833416211,0.0012754848334162112
OGD,4,AdultIncome,0.9+0,0.018664574778204084,0.042930548649096636,0.000402388422698622
OGD,7,AdultIncome,0.9+0,0.10981828574874654,0.0738904487901279,0.0011682099743922452
OGD,10,AdultIncome,0.9+0,0.05762604645469633,0.042930548649096636,0.0008076597320987916
OGD,13,AdultIncome,0.9+0,0.007559668188307348,0.042930548649096636,0.0003573490053220961
OGD,16,AdultIncome,0.9+0,0.006800734316332631,0.042930548649096636,0.00039114143365392783
OGD,19,AdultIncome,0.9+0,0.0018288153512418296,0.042930548649096636,0.00041355508233321546
OGD,22,AdultIncome,0.9+0,0.003711376404949071,0.042930548649096636,0.00041355508233321546
OGD,25,AdultIncome,0.9+0,0.0005765654818854486,0.042930548649096636,0.00041355508233321546
OGD,28,AdultIncome,0.9+0,0.0028213044084714543,0.042930548649096636,0.0003900821900254611
OGD,31,AdultIncome,0.9+0,0.0065122168483689215,0.042930548649096636,0.0004545592731344151
OGD,34,AdultIncome,0.9+0,0.000396901792560265,0.042930548649096636,0.00040740426434918945
OGD,37,AdultIncome,0.9+0,0.004102288043998033,0.042930548649096636,0.00043791119621572794
OGD,40,AdultIncome,0.9+0,0.00019493261793444044,0.042930548649096636,0.00041043955745771445
OGD,43,AdultIncome,0.9+0,0.00040046324132262805,0.042930548649096636,0.00041043955745771445
OGD,46,AdultIncome,0.9+0,0.0011994470546420426,0.042930548649096636,0.00041785802286642816
OGD,49,AdultIncome,0.9+0,0.0001968336449985894,0.042930548649096636,0.00040821234850230126
Hedge,1,AdultIncome,0.9+0,0.125347092710017,0.1275484833416211,0.0012754848334162112
Hedge,4,AdultIncome,0.9+0,0.058262214868370396,0.0560503908980911,0.0008120544597209831
Hedge,7,AdultIncome,0.9+0,0.01617944852709843,0.0560503908980911,0.0006051021289145439
Hedge,10,AdultIncome,0.9+0,0.009481270559837496,0.0560503908980911,0.0005784554085376221
Hedge,13,AdultIncome,0.9+0,0.0071667943825699295,0.0560503908980911,0.0005645625024632533
Hedge,16,AdultIncome,0.9+0,0.007856397422854123,0.0560503908980911,0.0005645625024632533
Hedge,19,AdultIncome,0.9+0,0.0030380305618400516,0.0560503908980911,0.0005645625024632533
Hedge,22,AdultIncome,0.9+0,0.0021537813081019467,0.0560503908980911,0.000559527764111157
Hedge,25,AdultIncome,0.9+0,0.0036619090717008424,0.0560503908980911,0.000559527764111157
Hedge,28,AdultIncome,0.9+0,0.0009784314070438733,0.0560503908980911,0.000559527764111157
Hedge,31,AdultIncome,0.9+0,0.00026243512677822165,0.0560503908980911,0.0005571861380040629
Hedge,34,AdultIncome,0.9+0,0.0002571550710143365,0.0560503908980911,0.0005558233364105352
Hedge,37,AdultIncome,0.9+0,0.00011476018495180667,0.0560503908980911,0.0005569383803196025
Hedge,40,AdultIncome,0.9+0,0.00015669060392148462,0.0560503908980911,0.0005561245402205768
Hedge,43,AdultIncome,0.9+0,4.1024259569639836e-05,0.0560503908980911,0.0005567173116940006
Hedge,46,AdultIncome,0.9+0,0.00010320158269893896,0.0560503908980911,0.0005562849063425883
Hedge,49,AdultIncome,0.9+0,3.17163552302587e-05,0.0560503908980911,0.0005566311878384008
Prod,1,AdultIncome,0.9+0,0.125347092710017,0.1275484833416211,0.0012754848334162112
Prod,4,AdultIncome,0.9+0,0.04789965189758995,0.042930548649096636,0.00038299250484073304
Prod,7,AdultIncome,0.9+0,0.025616292238880012,0.042930548649096636,0.00041947101685126993
Prod,10,AdultIncome,0.9+0,0.03137744665335145,0.042930548649096636,0.0003086145819306566
Prod,13,AdultIncome,0.9+0,0.008814984513582197,0.042930548649096636,0.00034867712974529327
Prod,16,AdultIncome,0.9+0,0.009118064124968446,0.042930548649096636,0.0004725607783326177
Prod,19,AdultIncome,0.9+0,0.003390824109753182,0.042930548649096636,0.00038614787969378254
Prod,22,AdultIncome,0.9+0,0.005245540015407179,0.042930548649096636,0.0004458089178093866
Prod,25,AdultIncome,0.9+0,0.0010496881003426977,0.042930548649096636,0.0004023207277426906
Prod,28,AdultIncome,0.9+0,0.00040815412894189214,0.042930548649096636,0.0004067525212805156
Prod,31,AdultIncome,0.9+0,0.0005554565642659349,0.042930548649096636,0.0004097366638800004
Prod,34,AdultIncome,0.9+0,0.00017400666111446654,0.042930548649096636,0.0004083700400419156
Prod,37,AdultIncome,0.9+0,0.00032334169301036334,0.042930548649096636,0.0004096650031724058
Prod,40,AdultIncome,0.9+0,1.3448560531230258e-05,0.042930548649096636,0.0004096650031724058
Prod,43,AdultIncome,0.9+0,0.000696751975029647,0.042930548649096636,0.0004143853450276248
Prod,46,AdultIncome,0.9+0,5.416421631767243e-05,0.042930548649096636,0.00040994627180079764
Prod,49,AdultIncome,0.9+0,8.685816518309715e-05,0.042930548649096636,0.0004095897964008485
GD,1,AdultIncome,0.9+0,0.12735712213519002,0.1275484833416211,0.0012754848334162112
GD,4,AdultIncome,0.9+0,0.04083153466782716,0.07923089673462622,0.0009108169235869385
GD,7,AdultIncome,0.9+0,0.0032847663765593555,0.07923089673462622,0.0007785512744074258
GD,10,AdultIncome,0.9+0,0.05559471094762021,0.07923089673462622,0.0007891470610285096
GD,13,AdultIncome,0.9+0,0.0018359510514879512,0.07923089673462622,0.0007891470610285096
GD,16,AdultIncome,0.9+0,0.21001841259060325,0.14310989692900986,0.0018604044557810648
GD,19,AdultIncome,0.9+0,0.06945617131263038,0.07923089673462622,0.000869848551214964
GD,22,AdultIncome,0.9+0,0.13926751794665382,0.09818100874642247,0.0011518749528385377
GD,25,AdultIncome,0.9+0,0.164000864732333,0.11483438573589286,0.0015425097217273487
GD,28,AdultIncome,0.9+0,0.20110147659886493,0.13694997071043316,0.0017988051935952979
GD,31,AdultIncome,0.9+0,0.019821807819779557,0.07923089673462622,0.0007891470610285096
GD,34,AdultIncome,0.9+0,0.03948228811802518,0.07923089673462622,0.0007891470610285096
GD,37,AdultIncome,0.9+0,0.04629080573506623,0.07923089673462622,0.0007891470610285096
GD,40,AdultIncome,0.9+0,0.056769114347692474,0.07923089673462622,0.0008017399424329647
GD,43,AdultIncome,0.9+0,0.06078475646290773,0.07923089673462622,0.000826735767889944
GD,46,AdultIncome,0.9+0,0.06628169185299583,0.07923089673462622,0.0008674539675593653
GD,49,AdultIncome,0.9+0,0.06822616831974726,0.07923089673462622,0.0008807377740360472
Hedge-Hedge,1,AdultIncome,0.95+0.9,0.12605163910646938,0.12547654566550637,0.0012547654566550637
Hedge-Hedge,4,AdultIncome,0.95+0.9,0.09090983695650125,0.08511519973479198,0.0011450584237559847
Hedge-Hedge,7,AdultIncome,0.95+0.9,0.09090983695650125,0.08511519973479198,0.0011450584237559847
Hedge-Hedge,10,AdultIncome,0.95+0.9,0.05119750548152133,0.05220974189470838,0.0005220974189470839
Hedge-Hedge,13,AdultIncome,0.95+0.9,0.045346781147517626,0.022363217509545633,0.0003112176551648415
Hedge-Hedge,16,AdultIncome,0.95+0.9,0.045346781147517626,0.016949046747624395,0.0003112176551648415
Hedge-Hedge,19,AdultIncome,0.95+0.9,0.045346781147517626,0.016949046747624395,0.0003112176551648415
Hedge-Hedge,22,AdultIncome,0.95+0.9,0.03528777577555669,0.016949046747624395,0.00022702474532321492
Hedge-Hedge,25,AdultIncome,0.95+0.9,0.02698439445345103,0.016949046747624395,9.195765657559141e-05
Hedge-Hedge,28,AdultIncome,0.95+0.9,0.02698439445345103,0.016949046747624395,4.3409033359323906e-05
Hedge-Hedge,31,AdultIncome,0.95+0.9,0.02698439445345103,0.016949046747624395,1.209585159193144e-05
Hedge-Hedge,34,AdultIncome,0.95+0.9,0.02698439445345103,0.016949046747624395,2.595328002330156e-05
Hedge-Hedge,37,AdultIncome,0.95+0.9,0.02698439445345103,0.016949046747624395,4.256156876171863e-05
Hedge-Hedge,40,AdultIncome,0.95+0.9,0.02698439445345103,0.016949046747624395,6.021762760898787e-05
Hedge-Hedge,43,AdultIncome,0.95+0.9,0.02698439445345103,0.01545549914486748,9.441750574230824e-05
Hedge-Hedge,46,AdultIncome,0.95+0.9,0.02698439445345103,0.01545549914486748,9.441750574230824e-05
Hedge-Hedge,49,AdultIncome,0.95+0.9,0.022800183605748946,0.01545549914486748,9.441750574230824e-05
OGD-OGD,1,AdultIncome,0.95+0.9,0.12605163910646938,0.1247306481021051,0.001247306481021051
OGD-OGD,4,AdultIncome,0.95+0.9,0.05332537953817273,0.054593609432087305,0.0005459360943208731
OGD-OGD,7,AdultIncome,0.95+0.9,0.016632633566165685,0.04036134593071441,0.0002798975116337552
OGD-OGD,10,AdultIncome,0.95+0.9,0.016632633566165685,0.04036134593071441,0.0002798975116337552
OGD-OGD,13,AdultIncome,0.95+0.9,0.016632633566165685,0.04036134593071441,0.0002798975116337552
OGD-OGD,16,AdultIncome,0.95+0.9,0.016632633566165685,0.04036134593071441,0.0002798975116337552
OGD-OGD,19,AdultIncome,0.95+0.9,0.016632633566165685,0.04036134593071441,0.0002798975116337552
OGD-OGD,22,AdultIncome,0.95+0.9,0.06519279406906038,0.04310659574065414,0.0008346794167136854
OGD-OGD,25,AdultIncome,0.95+0.9,0.013452760274476602,0.04036134593071441,0.00039700661738007663
OGD-OGD,28,AdultIncome,0.95+0.9,0.013452760274476602,0.04036134593071441,0.00039700661738007663
OGD-OGD,31,AdultIncome,0.95+0.9,0.004899535081038467,0.04036134593071441,0.00039700661738007663
OGD-OGD,34,AdultIncome,0.95+0.9,0.0014294321263325224,0.04036134593071441,0.00039700661738007663
OGD-OGD,37,AdultIncome,0.95+0.9,0.0014294321263325224,0.04036134593071441,0.00039700661738007663
OGD-OGD,40,AdultIncome,0.95+0.9,0.0014294321263325224,0.04036134593071441,0.00039700661738007663
OGD-OGD,43,AdultIncome,0.95+0.9,0.0033356115579439355,0.04036134593071441,0.00039700661738007663
OGD-OGD,46,AdultIncome,0.95+0.9,0.004821705912654922,0.04036134593071441,0.00039700661738007663
OGD-OGD,49,AdultIncome,0.95+0.9,0.004821705912654922,0.04036134593071441,0.00039700661738007663
OGD,1,AdultIncome,0.9+0,0.12524348294583282,0.12547654566550637,0.0012547654566550637
OGD,4,AdultIncome,0.9+0,0.02182822119242022,0.050802655432171384,0.0005811950172840529
OGD,7,AdultIncome,0.9+0,0.008842278092879245,0.050802655432171384,0.0005397007557282137
OGD,10,AdultIncome,0.9+0,0.003365645573670007,0.050802655432171384,0.0005144691077803232
OGD,13,AdultIncome,0.9+0,0.013041183230146199,0.050802655432171384,0.0005144691077803232
OGD,16,AdultIncome,0.9+0,0.03328722642302677,0.050802655432171384,0.0005144691077803232
OGD,19,AdultIncome,0.9+0,0.0009894614113243763,0.050802655432171384,0.0005144691077803232
OGD,22,AdultIncome,0.9+0,0.005451160674651777,0.050802655432171384,0.0005144691077803232
OGD,25,AdultIncome,0.9+0,0.012251708236609187,0.050802655432171384,0.0005144691077803232
OGD,28,AdultIncome,0.9+0,0.0009458429649032036,0.050802655432171384,0.0005144691077803232
OGD,31,AdultIncome,0.9+0,0.00019103641941200746,0.050802655432171384,0.0005119475340916112
OGD,34,AdultIncome,0.9+0,0.0016246082667227696,0.050802655432171384,0.0005119475340916112
OGD,37,AdultIncome,0.9+0,0.0033452861810166186,0.050802655432171384,0.0005119475340916112
OGD,40,AdultIncome,0.9+0,0.00028400428951127837,0.050802655432171384,0.0005119475340916112
OGD,43,AdultIncome,0.9+0,2.1836672351721165e-05,0.050802655432171384,0.0005113770603515977
OGD,46,AdultIncome,0.9+0,0.00010353612074007787,0.050802655432171384,0.0005111160043578662
OGD,49,AdultIncome,0.9+0,0.00021616195198428554,0.050802655432171384,0.0005121375424430737
Hedge,1,AdultIncome,0.9+0,0.12524348294583282,0.12547654566550637,0.0012547654566550637
Hedge,4,AdultIncome,0.9+0,0.05139801202174642,0.06750550620905507,0.0008190545954481962
Hedge,7,AdultIncome,0.9+0,0.017144041584545994,0.06750550620905507,0.0007332560658291904
Hedge,10,AdultIncome,0.9+0,0.01899047226764578,0.06750550620905507,0.0006816777018710969
Hedge,13,AdultIncome,0.9+0,0.001229885216905503,0.06750550620905507,0.0006816777018710969
Hedge,16,AdultIncome,0.9+0,0.0020251571265618054,0.06750550620905507,0.000672004315452841
Hedge,19,AdultIncome,0.9+0,0.0004380924341279088,0.06750550620905507,0.0006798751894251886
Hedge,22,AdultIncome,0.9+0,0.006771536772819049,0.06750550620905507,0.0006792275054859399
Hedge,25,AdultIncome,0.9+0,0.0002963132265405976,0.06750550620905507,0.0006792275054859399
Hedge,28,AdultIncome,0.9+0,0.0006263994763796586,0.06750550620905507,0.000676473795670411
Hedge,31,AdultIncome,0.9+0,0.00014843127932138037,0.06750550620905507,0.000678949628945832
Hedge,34,AdultIncome,0.9+0,0.0018877334667169738,0.06750550620905507,0.0006787676177590308
Hedge,37,AdultIncome,0.9+0,6.666265917873652e-05,0.06750550620905507,0.0006786483307941723
Hedge,40,AdultIncome,0.9+0,0.001008175848589979,0.06750550620905507,0.0006786483307941723
Hedge,43,AdultIncome,0.9+0,4.149843717462145e-05,0.06750550620905507,0.0006785849788874642
Hedge,46,AdultIncome,0.9+0,9.55436336343008e-05,0.06750550620905507,0.0006781700506915885
Hedge,49,AdultIncome,0.9+0,2.1308108680655323e-05,0.06750550620905507,0.0006785434295614714
Prod,1,AdultIncome,0.9+0,0.12524348294583282,0.12547654566550637,0.0012547654566550637
Prod,4,AdultIncome,0.9+0,0.029244936532862288,0.08511519973479198,0.0008596839460035378
Prod,7,AdultIncome,0.9+0,0.03442134252362478,0.08511519973479198,0.0008596839460035378
Prod,10,AdultIncome,0.9+0,0.004898891877742266,0.08511519973479198,0.0008596839460035378
Prod,13,AdultIncome,0.9+0,0.020405380701665247,0.08511519973479198,0.0008596839460035378
Prod,16,AdultIncome,0.9+0,0.0011156213887152276,0.08511519973479198,0.000858137047433089
Prod,19,AdultIncome,0.9+0,0.0015399866173493688,0.08511519973479198,0.0008496515264086424
Prod,22,AdultIncome,0.9+0,0.00034489577715775114,0.08511519973479198,0.0008556743314124957
Prod,25,AdultIncome,0.9+0,0.0010069754840209258,0.08511519973479198,0.0008513546682758884
Prod,28,AdultIncome,0.9+0,0.0004068704079593106,0.08511519973479198,0.0008547881397327142
Prod,31,AdultIncome,0.9+0,0.0005783236411370876,0.08511519973479198,0.0008527243486717348
Prod,34,AdultIncome,0.9+0,0.00019379495657931425,0.08511519973479198,0.0008545425899252869
Prod,37,AdultIncome,0.9+0,0.0003325873072771741,0.08511519973479198,0.0008556350018955973
Prod,40,AdultIncome,0.9+0,5.526380220577213e-06,0.08511519973479198,0.0008545640489381765
Prod,43,AdultIncome,0.9+0,0.0006853304334100279,0.08511519973479198,0.0008545640489381765
Prod,46,AdultIncome,0.9+0,4.3407339019395e-05,0.08511519973479198,0.0008545640489381765
Prod,49,AdultIncome,0.9+0,0.0004105497467339029,0.08511519973479198,0.0008545640489381765
GD,1,AdultIncome,0.9+0,0.17758506361639523,0.18101276313608486,0.0018101276313608485
GD,4,AdultIncome,0.9+0,0.07189406108831699,0.08511519973479198,0.001084296908668987
GD,7,AdultIncome,0.9+0,0.05845000678022299,0.08511519973479198,0.001041338834576496
GD,10,AdultIncome,0.9+0,0.012294047423357815,0.08511519973479198,0.000815288846051011
GD,13,AdultIncome,0.9+0,0.15940888578484178,0.10698573986719775,0.0014734708579791217
GD,16,AdultIncome,0.9+0,0.009742361114233723,0.08511519973479198,0.0008234423038559352
GD,19,AdultIncome,0.9+0,0.03555040106092945,0.08511519973479198,0.0009681672349507793
GD,22,AdultIncome,0.9+0,0.023302797138161635,0.08511519973479198,0.0008881438808352231
GD,25,AdultIncome,0.9+0,0.03659479818507398,0.08511519973479198,0.0009715044194051718
GD,28,AdultIncome,0.9+0,0.022330552689577503,0.08511519973479198,0.0009259255708802815
GD,31,AdultIncome,0.9+0,0.02910418021902268,0.08511519973479198,0.0009457509733456422
GD,34,AdultIncome,0.9+0,0.03864220869234354,0.08511519973479198,0.0009780465539617155
GD,37,AdultIncome,0.9+0,0.017699301577171114,0.08511519973479198,0.000855277800412857
GD,40,AdultIncome,0.9+0,0.023240065231084524,0.08511519973479198,0.000855277800412857
GD,43,AdultIncome,0.9+0,0.030914576968119757,0.08511519973479198,0.000855277800412857
GD,46,AdultIncome,0.9+0,0.033790108311534034,0.08511519973479198,0.000855277800412857
GD,49,AdultIncome,0.9+0,0.03786865850357584,0.08511519973479198,0.0008628410037253062
Hedge-Hedge,1,AdultIncome,0.95+0.9,0.1274607318993742,0.12696834079230895,0.0012696834079230896
Hedge-Hedge,4,AdultIncome,0.95+0.9,0.08913765034417732,0.0900079318841767,0.000900079318841767
Hedge-Hedge,7,AdultIncome,0.95+0.9,0.06365047797586162,0.06364516923070665,0.0007090786939275994
Hedge-Hedge,10,AdultIncome,0.95+0.9,0.05590167896263914,0.03721200066302005,0.0007090786939275994
Hedge-Hedge,13,AdultIncome,0.95+0.9,0.04233778112722345,0.03721200066302005,0.0004380454475685584
Hedge-Hedge,16,AdultIncome,0.95+0.9,0.04233778112722345,0.03721200066302005,0.00020076900568387994
Hedge-Hedge,19,AdultIncome,0.95+0.9,0.04233778112722345,0.03721200066302005,0.00020076900568387994
Hedge-Hedge,22,AdultIncome,0.95+0.9,0.032188003953898404,0.03721200066302005,0.00020076900568387994
Hedge-Hedge,25,AdultIncome,0.95+0.9,0.024276771350155688,0.03721200066302005,0.00020076900568387994
Hedge-Hedge,28,AdultIncome,0.95+0.9,0.024276771350155688,0.03721200066302005,0.00020076900568387994
Hedge-Hedge,31,AdultIncome,0.95+0.9,0.024276771350155688,0.03721200066302005,0.00020076900568387994
Hedge-Hedge,34,AdultIncome,0.95+0.9,0.024276771350155688,0.03721200066302005,0.00020076900568387994
Hedge-Hedge,37,AdultIncome,0.95+0.9,0.024276771350155688,0.03721200066302005,0.00020076900568387994
Hedge-Hedge,40,AdultIncome,0.95+0.9,0.024276771350155688,0.03721200066302005,0.00020076900568387994
Hedge-Hedge,43,AdultIncome,0.95+0.9,0.024276771350155688,0.03721200066302005,0.00020076900568387994
Hedge-Hedge,46,AdultIncome,0.95+0.9,0.024276771350155688,0.03721200066302005,0.00024732427647752966
Hedge-Hedge,49,AdultIncome,0.95+0.9,0.02231306269954397,0.03721200066302005,0.00029017114532352983
OGD-OGD,1,AdultIncome,0.95+0.9,0.1248704877947698,0.12696834079230895,0.0012696834079230896
OGD-OGD,4,AdultIncome,0.95+0.9,0.056757830881084013,0.08809878998839715,0.0010520163898109483
OGD-OGD,7,AdultIncome,0.95+0.9,0.03545864180307263,0.049461192193803565,0.0005975747808224226
OGD-OGD,10,AdultIncome,0.95+0.9,0.022432797335984682,0.0283517920082842,0.000283517920082842
OGD-OGD,13,AdultIncome,0.95+0.9,0.09703962850320806,0.06139772818052266,0.0005209967399338304
OGD-OGD,16,AdultIncome,0.95+0.9,0.018679078739968793,0.009298054187139632,0.00018029331301205824
OGD-OGD,19,AdultIncome,0.95+0.9,0.018679078739968793,0.009298054187139632,0.00018029331301205824
OGD-OGD,22,AdultIncome,0.95+0.9,0.018679078739968793,0.009298054187139632,0.00018029331301205824
OGD-OGD,25,AdultIncome,0.95+0.9,0.018679078739968793,0.009298054187139632,0.00018029331301205824
OGD-OGD,28,AdultIncome,0.95+0.9,0.007103686723148289,0.009298054187139632,0.00018029331301205824
OGD-OGD,31,AdultIncome,0.95+0.9,0.007103686723148289,0.009298054187139632,0.00018029331301205824
OGD-OGD,34,AdultIncome,0.95+0.9,0.007103686723148289,0.009298054187139632,0.00018029331301205824
OGD-OGD,37,AdultIncome,0.95+0.9,0.007103686723148289,0.009298054187139632,0.00018029331301205824
OGD-OGD,40,AdultIncome,0.95+0.9,0.007103686723148289,0.009298054187139632,0.00018029331301205824
OGD-OGD,43,AdultIncome,0.95+0.9,0.007103686723148289,0.009298054187139632,0.00018029331301205824
OGD-OGD,46,AdultIncome,0.95+0.9,0.007103686723148289,0.009298054187139632,0.00018029331301205824
OGD-OGD,49,AdultIncome,0.95+0.9,0.007103686723148289,0.009298054187139632,0.00018029331301205824
OGD,1,AdultIncome,0.9+0,0.1248704877947698,0.12696834079230895,0.0012696834079230896
OGD,4,AdultIncome,0.9+0,0.022456699014504457,0.05163350763465577,0.000577747741115941
OGD,7,AdultIncome,0.9+0,0.009596511734989653,0.05163350763465577,0.0005366505538333633
OGD,10,AdultIncome,0.9+0,0.004202037948388444,0.05163350763465577,0.0005116603570620076
OGD,13,AdultIncome,0.9+0,0.012281378226540718,0.05163350763465577,0.0005116603570620076
OGD,16,AdultIncome,0.9+0,0.03426329327379404,0.05163350763465577,0.0005116603570620076
OGD,19,AdultIncome,0.9+0,0.0017765456525953712,0.05163350763465577,0.0005116603570620076
OGD,22,AdultIncome,0.9+0,0.0003156842963619024,0.05163350763465577,0.0005069918952856665
OGD,25,AdultIncome,0.9+0,0.0007181608658070637,0.05163350763465577,0.0005036880454017286
OGD,28,AdultIncome,0.9+0,0.002162246977293659,0.05163350763465577,0.0005128929393900673
OGD,31,AdultIncome,0.9+0,0.0007525352572110925,0.05163350763465577,0.000505469274779971
OGD,34,AdultIncome,0.9+0,0.00107036176413225,0.05163350763465577,0.000505469274779971
OGD,37,AdultIncome,0.9+0,0.003919425804982064,0.05163350763465577,0.000505469274779971
OGD,40,AdultIncome,0.9+0,8.295204680465371e-05,0.05163350763465577,0.0005057213716406017
OGD,43,AdultIncome,0.9+0,0.0005761280291310371,0.05163350763465577,0.0005057213716406017
OGD,46,AdultIncome,0.9+0,0.0013519509327662063,0.05163350763465577,0.0005057213716406017
OGD,49,AdultIncome,0.9+0,8.188967643193758e-05,0.05163350763465577,0.0005057213716406017
Hedge,1,AdultIncome,0.9+0,0.1248704877947698,0.12696834079230895,0.0012696834079230896
